,Pollution_level,Plot_size,Annual_yield,Standard_yield,Elevation,Latitude,Longitude,Slope,Soil_fertility,pH,Rainfall,Min_temperature_C,Max_temperature_C,Ave_temps,growing_conditions,yield_efficiency,Soil_nature,Soil_type_Loamy,Soil_type_Peaty,Soil_type_Rocky,Soil_type_Sandy,Soil_type_Silt,Soil_type_Volcanic,Crop_type_banana,Crop_type_cassava,Crop_type_coffee,Crop_type_maize,Crop_type_potato,Crop_type_rice,Crop_type_tea,Crop_type_wheat,Location_Rural_Akatsi,Location_Rural_Amanzi,Location_Rural_Hawassa,Location_Rural_Kilimani,Location_Rural_Sokoto
0,0.0852668430903311,1.3,0.7513536727525394,0.5779643636557995,786.0558,-7.389911080195735,-7.556202472076428,14.795113,0.62,6.1693930384643805,1125.2,-3.1,33.1,15.0,1125.82,1.3,3.825023683847916,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,0.3996837617098369,2.2,1.0698648105284714,0.4863021866038506,674.3341,-7.736849459237079,-1.051539153607483,11.374611,0.64,5.676647602455388,1450.7,-3.9,30.6,13.35,1451.3400000000001,2.2,3.633054465571448,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2,0.3580285530417731,3.4,2.2088010770590665,0.6496473756056078,826.5339,-9.926616371108418,0.1151559983893706,11.339692,0.69,5.331992990569844,2208.9,-1.8000000000000007,28.4,13.3,2209.59,3.4,3.6790751634931924,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3,0.2866871285527406,2.4,1.2776351356377693,0.5323479731824039,574.94617,-2.4201314427593417,-6.592214971970919,7.109855,0.54,5.328149652613495,328.8,-5.8,32.2,13.2,329.34000000000003,2.4,2.8772008124112873,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4,0.0431902746025795,1.5,0.8326139707528435,0.5550759805018957,886.353,-3.055434188796088,-7.952608546886169,55.007656,0.72,5.721233805709933,785.2,-2.5,31.0,14.25,785.9200000000001,1.5,4.119288340111152,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
5,0.1275280259328365,1.7,1.1126109435585654,0.6544770256226855,850.56647,-2.050664597546483,-7.132768710347839,50.45125,0.7,5.484350233870995,649.4,-3.0,29.5,13.25,650.1,1.7,3.839045163709696,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6,4.315457451400656e-07,2.9,0.9943251211595724,0.34287073143433533,331.35538,-13.409517241224766,-6.722848792078675,5.907423,0.63,7.061316546900067,1586.0,-6.8,31.8,12.5,1586.63,2.9,4.448629424547042,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7,0.6131073815302063,1.4,0.5588991667187745,0.3992136905134104,790.73846,-3.785356492753202,-1.4704683008495965,15.380596,0.63,4.577042710453545,1188.3,-3.0,31.0,14.0,1188.93,1.4,2.8835369075857336,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
8,0.278479232333261,13.9,8.53266459580238,0.6138607622879411,742.7218,-10.237509204275336,-0.7362161395542792,3.4318435,0.66,5.447320501794685,2143.3,-2.6,28.2,12.8,2143.96,13.899999999999999,3.5952315311844925,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9,0.3103862353298307,4.6,2.214679129460039,0.48145198466522593,747.3803,-3.767333719815989,-3.1056433594397808,8.239554,0.58,4.897414401815874,796.6,-3.8,32.7,14.45,797.1800000000001,4.6,2.8405003530532067,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
10,0.4451286628448371,3.2,1.5162813258555872,0.473837914329871,756.9202,-7.538598956927739,-0.5785546325276771,9.371509,0.64,5.831128627497049,1544.7,-3.1,30.5,13.7,1545.3400000000001,3.2,3.731922321598111,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11,0.0039918202247622,1.9,0.9368052485008556,0.4930553939478187,393.8345,-12.855316973405476,-8.159820813263988,36.34067,0.74,6.254509163012349,1753.3,-6.3,31.8,12.75,1754.04,1.9,4.628336780629138,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
12,0.1890157424991756,4.2,2.606619085416844,0.6206235917659152,660.6827,-2.6409104112401973,-3.839895520735098,8.705346,0.57,5.491848254369653,612.7,-4.7,29.8,12.55,613.2700000000001,4.2,3.130353504990702,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13,0.0516251161209078,1.1,0.7931933781680391,0.7210848892436719,790.90894,-8.822721528704143,-7.421064037482197,17.159893,0.66,5.555430182144888,1575.0,-2.8,31.6,14.4,1575.66,1.1,3.666583920215626,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
14,0.0911649094274563,1.3,0.5822603224427979,0.4478925557252291,618.16815,-8.813710142235536,-0.9389237914456244,23.239878,0.69,5.580685568665929,1673.9,-4.2,30.9,13.35,1674.5900000000001,1.3,3.850673042379491,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
15,0.7038841917356988,13.1,4.45176785156669,0.3398296069898237,639.52563,-5.916549392578599,-2.1146281724154266,0.8549503,0.56,5.688561120864322,913.0,-4.7,32.4,13.85,913.56,13.1,3.1855942276840206,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
16,0.1008553379000064,1.2,0.7679065918365245,0.6399221598637704,808.43085,-8.56139132111456,-1.974985123334722,16.707561,0.67,3.768237808360417,1693.4,-2.4000000000000004,30.0,13.8,1694.0700000000002,1.2,2.5247193316014793,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
17,0.0303820353660652,2.5,0.9603215186479883,0.3841286074591953,454.19534,-10.377185694538737,-7.353494820185081,9.985941,0.65,7.196078807735186,1700.5,-5.6,31.3,12.85,1701.15,2.5,4.6774512250278715,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
18,0.1709666478355019,2.5,1.9524923690238536,0.7809969476095414,768.06274,-8.074776451809816,0.480029771793792,10.411442,0.66,4.4349048854115685,1756.8,-2.7,32.4,14.85,1757.46,2.5,2.9270372243716354,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
19,0.3034866535972001,1.5,0.7911142455410773,0.5274094970273849,610.994,-6.948353143234025,-2.9660003103590764,16.369598,0.61,4.698948976337432,902.8,-4.9,28.4,11.75,903.41,1.5,2.8663588755658336,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
20,1.0170403712160064e-05,4.8,2.3050180810563066,0.4802121002200639,195.87325,-12.711134789907774,-6.380498091106625,10.056667,0.64,6.927999150824922,1575.0,-8.1,33.9,12.9,1575.64,4.8,4.43391945652795,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
21,0.5807124621785628,2.0,1.0651509809821873,0.5325754904910937,654.80963,-6.637460310067107,-2.339858896739144,13.94029,0.61,6.022460296607642,1000.2,-4.4,33.6,14.6,1000.8100000000001,2.0,3.6737007809306617,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
22,0.057291111421635,7.1,4.256354046578342,0.5994864854335693,504.42505,-2.379580203650613,-7.601248616941171,3.906222,0.53,5.429211595035307,335.3,-6.4,32.6,13.1,335.83,7.1,2.8774821453687127,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
23,0.29888030875511,1.6,0.9809457154570048,0.613091072160628,775.58325,-4.920791187797599,-5.245335240515091,21.290752,0.6,5.57051720658467,532.0,-3.8,27.9,12.05,532.6,1.6,3.342310323950802,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
24,0.106180852275285,1.6,0.9524514845467206,0.5952821778417003,843.27203,-7.164626418480577,-7.794947039859568,11.813544,0.62,5.47845099313304,1151.4,-2.6,31.0,14.2,1152.02,1.6,3.396639615742485,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
25,0.0288949318635394,4.2,3.048356316771347,0.7257991230407969,690.64,-8.40819775114825,-4.195760065166571,4.2353106,0.6,4.615958553064251,1276.0,-3.9,29.3,12.7,1276.6,4.2,2.769575131838551,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
26,0.1925625238013928,4.8,2.6031429133159256,0.5423214402741512,525.38104,-2.465188375102373,-5.186775252190925,6.8092437,0.54,6.45310470389543,298.6,-6.3,33.8,13.749999999999998,299.14000000000004,4.8,3.4846765401035324,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
